/ORI/-9.47	-21.96	-18.068
/COM/-4.02	-25.06	11.269
-5.67	-6.88	0.000
-5.68	-6.88	0.000
-5.69	-6.88	0.000
-5.68	-6.85	0.000
-5.69	-6.85	0.000
-5.70	-6.85	0.000
-5.69	-6.83	0.000
-5.70	-6.83	0.000
-5.71	-6.83	0.000
-5.66	-6.86	0.000
-5.67	-6.86	0.000
-5.68	-6.86	0.000
-5.67	-6.84	0.000
-5.67	-6.81	0.000
-5.65	-6.85	0.000
-5.66	-6.85	0.000
-5.65	-6.82	0.000
-5.66	-6.82	0.000
-5.66	-6.79	0.000
-5.70	-6.88	0.000
-5.71	-6.85	0.000
-5.72	-6.83	0.000
-5.69	-6.86	0.000
-5.71	-6.88	0.000
-5.72	-6.85	0.000
-5.70	-6.86	0.000
-5.82	-0.88	0.000
-5.82	-0.88	0.000
-5.83	-0.85	0.000
-5.84	-0.85	0.000
-5.84	-0.85	0.000
-5.84	-0.83	0.000
-5.85	-0.83	0.000
-5.85	-0.83	0.000
-5.81	-0.85	0.000
-5.81	-0.85	0.000
-5.82	-0.83	0.000
-5.83	-0.80	0.000
-5.80	-0.82	0.000
-5.81	-0.80	0.000
-5.82	-0.77	0.000
-5.85	-0.80	0.000
-5.86	-0.80	0.000
-5.86	-0.80	0.000
-5.84	-0.77	0.000
-5.86	-0.77	0.000
-5.87	-0.77	0.000
-5.87	-0.77	0.000
-5.84	-0.80	0.000
-5.85	-0.77	0.000
-5.86	-7.02	0.000
-5.83	-0.77	0.000
-5.84	-7.03	0.000
-5.82	-7.03	0.000
-5.89	-0.91	0.000
-5.90	-0.91	0.000
-5.91	-0.91	0.000
-5.91	-0.88	0.000
-5.91	-0.88	0.000
0.36	-0.88	0.000
0.36	-0.84	0.000
0.36	-0.84	0.000
0.35	-0.84	29.631
-5.88	-0.87	0.000
-5.89	-0.87	0.000
-5.89	-0.87	0.000
-5.89	-0.84	0.000
-5.91	-0.84	0.000
-5.91	-0.81	0.000
-5.91	-0.81	0.000
0.36	-0.81	29.642
-5.87	-0.84	0.000
-5.88	-0.84	0.000
-5.88	-0.84	0.000
-5.88	-0.80	0.000
-5.90	-0.80	0.000
-5.89	-0.77	0.000
-5.91	-0.77	0.000
-5.86	-0.80	0.000
-5.87	-0.80	0.000
-5.87	-0.80	0.000
-5.87	-0.77	0.000
-5.88	-0.77	0.000
-5.88	-7.02	0.000
0.36	-0.77	0.000
0.35	-0.77	29.597
0.35	-0.77	29.597
-5.91	-7.01	29.667
0.36	-7.01	29.533
-5.89	-6.98	0.000
0.35	-7.01	29.554
0.34	-7.01	29.751
0.34	-7.01	29.751
0.36	-6.98	29.337
0.36	-6.98	29.337
0.35	-6.98	29.358
-5.90	-6.94	29.610
0.36	-6.94	29.291
-5.89	-0.84	0.000
-5.90	-0.80	0.000
-5.91	-0.77	0.000
-5.88	-0.80	0.000
-5.89	-0.77	0.000
-5.90	-7.02	0.000
-5.85	-0.77	0.000
-5.86	-0.77	0.000
-5.87	-0.77	0.000
-5.87	-7.02	0.000
-5.87	-7.02	0.000
-5.86	-7.02	0.000
-5.87	-6.99	0.000
-5.88	-6.95	0.000
0.35	-7.01	29.554
-5.91	-6.98	29.428
-5.90	-6.91	29.805
0.34	-6.98	29.499
0.36	-6.94	29.291
-5.91	-6.91	29.492
0.35	-6.93	28.501
0.35	-6.93	28.501
0.34	-6.93	28.465
-5.91	-6.90	28.831
0.36	-6.90	28.403
0.35	-6.90	28.265
-5.91	-6.87	28.598
-5.89	-0.80	0.000
-5.90	-0.77	0.000
-5.91	-7.02	29.842
-5.88	-0.77	0.000
-5.85	-7.02	0.000
-5.86	-7.02	0.000
-5.89	-0.80	0.000
-5.90	-0.77	0.000
-5.91	-7.02	29.842
-5.88	-0.77	0.000
-5.90	-6.99	29.784
-5.90	-0.80	0.000
-5.91	-0.77	0.000
0.36	-7.02	29.655
-5.89	-0.77	0.000
-5.90	-7.02	0.000
-5.91	-6.99	29.481
-5.85	-6.99	0.000
-5.85	-6.99	0.000
-5.86	-6.96	0.000
-5.86	-6.96	0.000
-5.87	-6.92	0.000
-5.87	-6.92	0.000
0.36	-6.98	29.337
-5.91	-6.95	29.367
0.35	-6.98	29.358
-5.91	-6.95	29.367
-5.90	-6.92	29.704
-5.88	-6.89	0.000
-5.88	-6.89	0.000
-5.90	-6.89	0.000
0.35	-6.94	28.656
0.36	-6.91	28.475
-5.90	-6.89	0.000
-5.89	-6.98	0.000
-5.90	-6.94	29.610
-5.91	-6.90	28.831
-5.87	-6.95	0.000
-5.88	-6.91	0.000
-5.89	-6.87	32.189
-5.86	-6.92	0.000
-5.87	-6.89	0.000
-5.88	-6.85	32.192
-5.89	-6.85	32.151
-5.90	-6.85	32.393
0.36	-6.86	28.291
0.36	-6.86	28.291
0.35	-6.86	28.174
-5.90	-6.83	31.731
-5.91	-6.83	28.701
0.36	-6.83	28.351
-5.89	-6.80	0.000
-5.90	-6.80	31.619
0.34	-6.86	28.158
0.36	-6.83	28.351
-5.91	-6.80	31.338
-5.86	-0.80	0.000
-5.87	-0.80	0.000
-5.88	-0.80	0.000
-5.88	-0.80	0.000
-5.89	-0.77	0.000
-5.90	-7.02	0.000
-5.88	-7.02	0.000
-5.84	-7.02	0.000
-5.83	-7.00	0.000
-5.84	-7.00	0.000
-5.85	-7.00	0.000
-5.84	-6.96	0.000
-5.85	-6.96	0.000
-5.85	-6.93	0.000
-5.86	-6.93	0.000
-5.91	-6.99	29.481
-5.90	-0.77	0.000
-5.91	-7.02	29.842
0.36	-6.99	29.383
-5.89	-7.02	0.000
-5.90	-6.99	29.784
-5.86	-6.90	0.000
-5.87	-6.90	0.000
0.36	-6.95	29.284
-5.91	-6.92	29.436
0.36	-6.95	29.284
-5.91	-6.92	29.436
0.35	-6.95	29.304
0.36	-7.02	29.655
0.35	-6.99	29.403
-5.91	-6.99	29.481
0.35	-7.02	29.677
0.34	-7.02	29.970
0.34	-7.02	29.970
0.34	-6.98	29.499
0.33	-6.98	29.928
0.33	-6.98	29.928
0.33	-6.94	28.772
0.32	-6.94	30.651
0.32	-6.94	30.651
0.35	-6.99	29.403
0.34	-6.91	28.298
0.34	-6.91	28.298
0.33	-6.91	28.390
0.35	-6.89	28.224
0.35	-6.89	28.224
0.33	-7.02	0.000
0.34	-6.99	29.554
0.31	-0.77	0.000
0.30	-0.77	0.000
0.30	-0.77	0.000
0.29	-7.01	27.358
0.29	-7.01	27.358
0.29	-7.01	27.358
0.28	-6.97	27.029
0.28	-6.97	27.029
0.28	-6.97	27.029
0.32	-7.01	0.000
0.31	-7.01	0.000
0.31	-7.01	0.000
0.31	-6.98	0.000
0.30	-6.98	0.000
0.30	-6.93	0.000
0.29	-6.93	0.000
0.29	-6.93	0.000
0.31	-6.90	30.777
0.30	-6.90	29.216
0.33	-0.77	0.000
0.32	-0.77	0.000
0.32	-0.77	0.000
0.33	-7.02	0.000
0.31	-0.77	0.000
0.30	-7.01	0.000
0.29	-6.98	27.347
0.31	-0.77	0.000
0.30	-7.01	0.000
0.29	-6.98	27.347
0.32	-7.02	0.000
0.31	-6.98	0.000
0.30	-6.94	0.000
0.32	-6.87	28.459
0.28	-6.93	27.172
0.28	-6.93	27.172
0.29	-6.90	29.234
0.28	-6.89	29.378
0.28	-6.89	29.378
0.27	-6.89	27.293
0.30	-6.86	28.757
0.29	-6.86	28.773
0.31	-6.83	28.723
0.27	-6.89	27.293
0.28	-6.86	28.648
0.27	-6.84	28.262
0.27	-6.84	28.262
0.26	-6.84	28.149
0.28	-6.81	28.749
0.30	-6.79	28.609
0.26	-6.79	28.453
0.26	-6.79	28.453
0.26	-6.79	28.453
0.28	-6.76	28.830
0.27	-6.76	29.235
